epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,lr
1,1.050343496458871,0.42857142857142855,1.229076041115655,0.3333333333333333,1.2295374075571697,0.3888888888888889,0.0007994518139018296
2,0.9323905081976027,0.5773809523809523,1.6794632143444486,0.3055555555555556,1.7280262509981792,0.3333333333333333,0.0007978087581473094
3,0.9843493501345316,0.5773809523809523,1.2141110102335613,0.5277777777777778,1.2921224236488342,0.3888888888888889,0.0007950753362380552
4,0.8990940309706188,0.5833333333333334,1.7733016312122345,0.3611111111111111,1.2160782549116347,0.4166666666666667,0.0007912590402935224
5,0.8388618741716657,0.6488095238095238,1.7645279433992174,0.3888888888888889,1.3066728115081787,0.4722222222222222,0.0007863703305156274
6,0.8261075275284904,0.6190476190476191,1.0518660346666973,0.5,1.2410095002916124,0.5,0.0007804226065180616
7,0.7933767352785382,0.6845238095238095,1.4280338287353516,0.4444444444444444,1.3349860575464036,0.3333333333333333,0.0007734321705988808
8,0.8637085585367112,0.6130952380952381,1.0999600887298584,0.5,1.1692073610093858,0.5833333333333334,0.0007654181830570405
9,0.8645033807981581,0.6428571428571429,1.5450248055987887,0.3888888888888889,1.391729752222697,0.5277777777777778,0.0007564026096753473
10,0.8311225459689185,0.6428571428571429,1.0736279951201544,0.5833333333333334,0.9654282265239291,0.5833333333333334,0.0007464101615137757
11,0.834167894862947,0.6785714285714286,0.959168016910553,0.6388888888888888,0.9681950807571411,0.6666666666666666,0.0007354682271781698
12,0.7480470140775045,0.7321428571428571,1.1765711241298251,0.4722222222222222,1.1661657359864976,0.5,0.0007236067977499792
13,0.7620816514605567,0.6964285714285714,0.973886016342375,0.6388888888888888,0.8702969153722128,0.6388888888888888,0.0007108583845827886
14,0.7638355323246547,0.7202380952380952,1.0723137789302402,0.6111111111111112,0.9563680622312758,0.6666666666666666,0.0006972579301909579
15,0.6701667720363254,0.7678571428571429,0.8902770744429694,0.6388888888888888,0.9249007834328545,0.6666666666666666,0.0006828427124746193
16,0.6913001423790341,0.7202380952380952,1.1132405598958333,0.5833333333333334,0.8963132566875882,0.5555555555555556,0.0006676522425435434
17,0.7138896669660296,0.75,0.8768640789720747,0.6111111111111112,0.9308130873574151,0.6666666666666666,0.0006517281564199351
18,0.6693322062492371,0.7797619047619048,1.5192973613739014,0.3888888888888889,1.4818234311209784,0.4444444444444444,0.0006351141009169894
19,0.6983681576592582,0.7261904761904762,1.3992189897431269,0.5,1.2159716023339167,0.5,0.000617855614006011
20,0.6619381180831364,0.7440476190476191,0.9751684963703156,0.6388888888888888,0.9998405641979642,0.5277777777777778,0.0006000000000000002
21,0.6962752654438927,0.7440476190476191,0.9255152013566759,0.6388888888888888,0.9168890184826322,0.7222222222222222,0.0005815961998958188
22,0.6221095351945787,0.7559523809523809,0.9122580422295464,0.6666666666666666,0.9490402274661593,0.6666666666666666,0.0005626946572303203
23,0.5968669823237828,0.8214285714285714,0.8447641763422225,0.7222222222222222,0.9809879594379001,0.5277777777777778,0.0005433471798181204
24,0.5967878046489897,0.8273809523809523,0.9207851588726044,0.6666666666666666,0.8794926802317301,0.6388888888888888,0.0005236067977499792
25,0.6498831028030032,0.75,1.0054695573117998,0.7222222222222222,0.9041872554355197,0.75,0.0005035276180410085
26,0.596212903658549,0.7916666666666666,0.9048751327726576,0.5555555555555556,1.1395430829789903,0.5277777777777778,0.00048316467632710387
27,0.5833943741662162,0.7916666666666666,0.7357058028380076,0.6944444444444444,0.9529465172025893,0.6666666666666666,0.0004625737860160926
28,0.5074557406561715,0.8690476190476191,0.6955547134081522,0.75,0.7724232011371188,0.7222222222222222,0.0004418113853070616
29,0.5548387992949713,0.8035714285714286,0.873204145166609,0.75,0.9543196757634481,0.75,0.0004209343824971777
30,0.5079157068615868,0.8809523809523809,1.1396454837587144,0.5277777777777778,0.9612390995025635,0.6944444444444444,0.0004000000000000003
31,0.6204511948994228,0.7857142857142857,1.1991836031277974,0.5833333333333334,1.0375542773140802,0.6111111111111112,0.00037906561750282274
32,0.48273799249104093,0.8392857142857143,0.7788681851492988,0.6944444444444444,0.8346089786953397,0.6666666666666666,0.00035818861469293886
33,0.4891421936807178,0.8630952380952381,0.9855539997418722,0.5833333333333334,1.0379352304670546,0.5833333333333334,0.00033742621398390784
34,0.5116789184865498,0.8273809523809523,0.7077736589643691,0.75,0.7675900591744317,0.6944444444444444,0.00031683532367289644
35,0.4949062892368862,0.8988095238095238,0.6167887449264526,0.8055555555555556,0.7494324445724487,0.7222222222222222,0.00029647238195899193
36,0.47797789460136775,0.8452380952380952,0.757408168580797,0.6944444444444444,1.0127409829033747,0.6666666666666666,0.00027639320225002125
37,0.4818939282780602,0.8571428571428571,0.9041012459331088,0.6388888888888888,1.1365518834855821,0.5555555555555556,0.00025665282018188005
38,0.45181307054701303,0.875,0.7856974866655138,0.75,0.7983836862776015,0.6944444444444444,0.00023730534276968006
39,0.4862981268337795,0.8869047619047619,0.6978307763735453,0.8333333333333334,0.766522102885776,0.6388888888888888,0.0002184038001041814
40,0.39788605201812016,0.9107142857142857,0.6017671624819437,0.8055555555555556,0.7543796565797594,0.6944444444444444,0.0002000000000000002
41,0.4286877143950689,0.8988095238095238,0.8661157819959853,0.75,1.0259839163886175,0.75,0.0001821443859939894
42,0.4827396869659424,0.8511904761904762,0.7387582825289832,0.6944444444444444,0.934477276272244,0.6388888888888888,0.0001648858990830109
43,0.45757741303670973,0.8869047619047619,0.8208729061815474,0.7222222222222222,0.9275394015842013,0.7777777777777778,0.00014827184358006518
44,0.45591986888930913,0.8690476190476191,0.7607254650857713,0.6944444444444444,0.8240741491317749,0.75,0.00013234775745645693
45,0.39724151151520865,0.9166666666666666,0.7250550952222612,0.6944444444444444,0.9255403147803413,0.6666666666666666,0.0001171572875253811
46,0.37409702369144987,0.9107142857142857,0.6963256398836771,0.75,0.7558103534910414,0.7222222222222222,0.00010274206980904243
47,0.3351413181849888,0.9404761904761905,0.719148188829422,0.7777777777777778,0.7427835729387071,0.75,8.914161541721172e-05
48,0.3677757098561242,0.9166666666666666,0.70231584376759,0.7777777777777778,0.724841316541036,0.7777777777777778,7.639320225002113e-05
49,0.4674542929444994,0.8869047619047619,0.7287537389331393,0.75,0.7682859367794461,0.6944444444444444,6.453177282183048e-05
50,0.38329156807490755,0.9285714285714286,0.6603888041443295,0.8333333333333334,0.6662265062332153,0.7777777777777778,5.358983848622456e-05
51,0.3551332978975205,0.9583333333333334,0.6885141200489469,0.8333333333333334,0.647606783443027,0.7777777777777778,4.3597390324652926e-05
52,0.4201380695615496,0.9166666666666666,0.6897767119937472,0.8055555555555556,0.7120801872677274,0.7777777777777778,3.458181694295964e-05
53,0.3604104093142918,0.9285714285714286,0.7125424179765913,0.7777777777777778,0.7101489967770047,0.8055555555555556,2.6567829401119323e-05
54,0.3581399690537226,0.9226190476190477,0.6839661531978183,0.8055555555555556,0.7011838886472914,0.8055555555555556,1.95773934819386e-05
55,0.390971581141154,0.9107142857142857,0.6628985338740878,0.8055555555555556,0.6796515782674154,0.8055555555555556,1.3629669484372683e-05
56,0.335149510985329,0.9464285714285714,0.6643984913825989,0.8055555555555556,0.682364715470208,0.7777777777777778,8.74095970647773e-06
57,0.33049818873405457,0.9523809523809523,0.6545657515525818,0.8055555555555556,0.6656995879279243,0.8055555555555556,4.9246637619449396e-06
58,0.33473061663763864,0.9523809523809523,0.6774563954936134,0.8055555555555556,0.6752099725935194,0.7777777777777778,2.191241852690641e-06
59,0.3588072685968308,0.9285714285714286,0.6529513233237796,0.8055555555555556,0.6622619099087186,0.8055555555555556,5.481860981704671e-07
60,0.34687321810495286,0.9464285714285714,0.6554218067063226,0.8055555555555556,0.6914117336273193,0.75,0.0
