epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,lr
20,0.7687027858836311,0.7142857142857143,0.8463711539904276,0.75,0.9410231908162435,0.6111111111111112,0.0005427050983124842
21,0.7622135026114327,0.7083333333333334,1.1295795043309529,0.5555555555555556,1.0800109306971233,0.6388888888888888,0.0005370465037127071
22,0.6965930887631008,0.7321428571428571,0.987586259841919,0.75,0.9477447470029196,0.6111111111111112,0.0005311539728327367
23,0.7377222520964486,0.7380952380952381,0.9298120141029358,0.5833333333333334,0.9566983183224996,0.6666666666666666,0.0005250333208891378
24,0.6579100276742663,0.7797619047619048,0.8621609807014465,0.6666666666666666,0.9809970359007517,0.6666666666666666,0.0005186905882264234
25,0.5783313874687467,0.8273809523809523,0.9120096961657206,0.6111111111111112,1.0652613838513691,0.5,0.0005121320343559642
26,0.6112574913672039,0.7916666666666666,0.8226671715577444,0.75,1.0521833697954814,0.6944444444444444,0.0005053641317786066
27,0.6283606375966754,0.7738095238095238,1.0102149645487468,0.6944444444444444,0.8839974800745646,0.7777777777777778,0.0004983935595970955
28,0.6381637113434928,0.7976190476190477,1.004309872786204,0.6111111111111112,1.1385898490746815,0.5277777777777778,0.0004912271969246069
29,0.6083859780005046,0.7976190476190477,0.9093618988990784,0.5833333333333334,0.9217893282572428,0.6666666666666666,0.000483872116095893
30,0.5302229225635529,0.8630952380952381,0.8768773078918457,0.6111111111111112,1.1458017528057098,0.6944444444444444,0.000476335575687742
31,0.636421120592526,0.7678571428571429,0.9615571995576223,0.6388888888888888,0.8990670839945475,0.75,0.0004686250133556392
32,0.5616569263594491,0.8273809523809523,0.8566552400588989,0.7777777777777778,0.9581166903177897,0.6666666666666666,0.0004607480384936989
33,0.5839739505733762,0.7797619047619048,1.073037564754486,0.6388888888888888,1.3609215418497722,0.6388888888888888,0.00045271242472511133
34,0.5093626188380378,0.8214285714285714,0.7302629152933756,0.8055555555555556,1.006457269191742,0.6666666666666666,0.0004445261022305145
35,0.5323456951550075,0.8392857142857143,0.8193258841832479,0.6666666666666666,0.9811337888240814,0.6944444444444444,0.00043619714992186397
36,0.5102391541004181,0.8511904761904762,1.2460369269053142,0.5,1.3352793057759602,0.6111111111111112,0.00042773378746952174
37,0.5039891749620438,0.8273809523809523,1.122717668612798,0.6388888888888888,1.324679931004842,0.4444444444444444,0.00041914436719043413
38,0.42094636602061136,0.8988095238095238,1.0490379929542542,0.6388888888888888,1.2513590455055237,0.6111111111111112,0.0004104373658054034
39,0.4750343007700784,0.8452380952380952,0.9259735345840454,0.6944444444444444,0.9537085791428884,0.6944444444444444,0.00040162137607358743
40,0.5123951009341648,0.8392857142857143,0.8090861141681671,0.7777777777777778,0.9334328174591064,0.7222222222222222,0.0003927050983124842
41,0.4504308934722628,0.8928571428571429,0.783060888449351,0.7777777777777778,1.0758645832538605,0.6111111111111112,0.00038369733181176877
42,0.45575304542269024,0.8571428571428571,0.814024031162262,0.6944444444444444,0.9089889129002889,0.6944444444444444,0.0003746069661494563
43,0.3904666581324169,0.9047619047619048,0.8648368716239929,0.75,0.9316922326882681,0.6944444444444444,0.00036544297241896274
44,0.3661651185580662,0.9404761904761905,0.7039339741071066,0.8611111111111112,0.6653349896272024,0.7777777777777778,0.0003562143943757174
45,0.40552209530557903,0.875,0.6798838675022125,0.8055555555555556,0.9510711630185446,0.75,0.00034693033951206924
46,0.3497642001935414,0.9464285714285714,0.819353977839152,0.7222222222222222,0.7598418990770975,0.7777777777777778,0.0003375999700692913
47,0.43790685704776217,0.8928571428571429,0.8597366015116373,0.7222222222222222,0.727493147055308,0.75,0.00032823249399555423
48,0.3999300982270922,0.9226190476190477,0.9111735820770264,0.7222222222222222,0.7671377658843994,0.7777777777777778,0.000318837155858794
49,0.4208743040050779,0.8869047619047619,1.042149821917216,0.6388888888888888,0.9262298246224722,0.6666666666666666,0.0003094232277234385
50,0.34639401946749004,0.9285714285714286,0.7791846394538879,0.8055555555555556,0.8016607761383057,0.8055555555555556,0.0003
51,0.34464544696467264,0.9464285714285714,1.1498719453811646,0.6111111111111112,0.9744208455085754,0.6666666666666666,0.0002905767722765615
52,0.2973929303033011,0.9642857142857143,0.983615517616272,0.6388888888888888,1.0109694252411525,0.6944444444444444,0.000281162844141206
53,0.3544967398047447,0.9285714285714286,0.7852313915888468,0.75,0.8262277444203695,0.7777777777777778,0.0002717675060044457
54,0.33935990929603577,0.9404761904761905,1.172622799873352,0.6388888888888888,0.9885348578294119,0.7222222222222222,0.00026240002993070877
55,0.34582771360874176,0.9345238095238095,0.8239633639653524,0.6944444444444444,0.8895751039187113,0.7222222222222222,0.00025306966048793076
56,0.30112192992653164,0.9642857142857143,0.9177253246307373,0.6944444444444444,1.0915493369102478,0.6944444444444444,0.00024378560562428265
57,0.24992366773741587,0.9761904761904762,0.7306918501853943,0.7222222222222222,0.816462387641271,0.75,0.00023455702758103735
58,0.2453914305993489,0.9880952380952381,0.9694539705912272,0.6944444444444444,0.9727406253417333,0.7222222222222222,0.00022539303385054357
59,0.3462026097944805,0.9404761904761905,0.9907980660597483,0.6388888888888888,0.9839508930842081,0.6944444444444444,0.00021630266818823128
60,0.2925147382276399,0.9702380952380952,0.7812985479831696,0.7777777777777778,0.8343648811181387,0.7777777777777778,0.0002072949016875159
61,0.2722307869366237,0.9761904761904762,0.8872616688410441,0.6944444444444444,0.7229816218217214,0.75,0.00019837862392641263
62,0.3057316711970738,0.9523809523809523,0.7135783831278483,0.8055555555555556,0.7542077700297037,0.75,0.00018956263419459674
